hrr,coef_m,pij_diff_cf,health_cf,health_base,n_cases,corr_fe_qual,fe_sd,fe_range,qual_sd,corr_realloc_qual,realloc_to_highq,realloc_to_lowq,fe_mean_highqual,fe_mean_lowqual,n_specs,alpha_used,eta
355,68.830117,.6984824,.0287137,.8961576,4052,,0,0,.0325033,.2793444,1955.799,-1955.799,0,0,48,68.83012,1
356,47.185181,.8698262,.0366343,.9012717,14931,,0,0,.040203,.1266951,5782.998,-5782.998,0,0,127,47.18518,1
357,53.645431,.615569,.029762,.8931217,4980,,0,0,.0348073,.371094,1731.069,-1731.069,0,0,62,53.64543,1
358,46.447971,.3689585,.011842,.9134681,3887,,0,0,.0358616,.3318155,190.6321,-190.6321,0,0,55,46.44797,1
359,69.944553,.6292646,.0251835,.8937906,984,,0,0,.0238192,.5117987,538.2426,-538.2426,0,0,19,69.94455,1
360,65.110753,.5445484,.0249361,.8896334,2103,,0,0,.0275052,.3220156,945.7062,-945.7062,0,0,31,65.11076,1
362,45.840487,.4162475,.0093437,.9016645,1098,,0,0,.0273369,.2873635,392.3773,-392.3772,0,0,17,45.84049,1
363,34.940268,.5653424,.0124561,.908782,2591,,0,0,.0285657,.1752209,547.4939,-547.4939,0,0,39,34.94027,1
364,27.799974,.5610112,.0072845,.9148878,4761,,0,0,.0406393,.0809847,148.6477,-148.6477,0,0,75,27.79997,1
365,34.14388,.4501492,.0078835,.9168872,4007,,0,0,.0351648,.1993181,596.0123,-596.0123,0,0,30,34.14388,1
366,39.917084,.534374,.0096267,.9120108,5723,,0,0,.0294878,.1353168,450.5578,-450.5577,0,0,41,39.91708,1
367,20.009285,.4964782,.0133653,.8960324,1313,,0,0,.036984,.1811666,386.0133,-386.0133,0,0,30,20.00928,1
368,35.289646,.2572709,.0086278,.9185923,5704,,0,0,.0308982,.5240009,798.0481,-798.0481,0,0,18,35.28965,1
369,65.117413,.5794255,.0327147,.8994087,1517,,0,0,.0222783,.5751806,814.2704,-814.2704,0,0,22,65.11742,1
370,13.147554,.0533362,.0048506,.8825408,1259,,0,0,.0724083,,0,-7.63e-06,0,0,,13.14755,1
371,18.546252,.4332774,.0067769,.9006759,5055,,0,0,.0365019,.1303966,-38.83902,38.83897,0,0,26,18.54625,1
373,39.586516,.6241788,.0131791,.9070255,3726,,0,0,.035792,.1073728,150.1318,-150.1317,0,0,28,39.58652,1
374,14.168811,.4091657,.0138735,.8574437,1369,,0,0,.0502158,.2785117,159.2062,-159.2062,0,0,21,14.16881,1
375,26.92874,.261049,.0008864,.8874811,839,,0,0,.0589552,.0201087,66.35184,-66.35184,0,0,15,26.92874,1
376,42.020923,.3923644,.0168018,.8700421,1365,,0,0,.0364833,.5343159,204.0908,-204.0908,0,0,18,42.02092,1
377,18.608049,.2557023,-.0006095,.9079941,6588,,0,0,.0613208,-.0090018,-330.8134,330.8133,0,0,31,18.60805,1
380,31.363842,.6784127,.0188758,.8997866,12421,,0,0,.0398749,.119706,1461,-1461,0,0,73,31.36384,1
382,22.434054,.3543932,.0096912,.8848034,1140,,0,0,.0381594,.2284195,24.25499,-24.25498,0,0,16,22.43405,1
383,11.267298,.3343687,.0364254,.8719387,2064,,0,0,.1211647,.2624112,518.4424,-518.4424,0,0,16,11.2673,1
385,31.34025,.3976916,.0122348,.9103124,4406,,0,0,.0408641,.260826,434.6747,-434.6747,0,0,43,31.34025,1
386,35.611894,.2914748,.0095334,.9053148,1102,,0,0,.0291858,.4367357,195.2576,-195.2576,0,0,16,35.61189,1
388,14.08488,.4482997,.0125254,.8813825,900,,0,0,.0496798,.241459,183.1976,-183.1976,0,0,20,14.08488,1
390,47.224009,.1596181,.0017177,.9138735,1323,,0,0,.0267203,.2027651,11.14026,-11.14025,0,0,,47.22401,1
391,16.247443,.4861633,.0151873,.8956578,14461,,0,0,.0798614,.1317595,704.1837,-704.1837,0,0,99,16.24744,1
393,14.488858,.3981587,.0113644,.9030306,1423,,0,0,.0667814,.1813163,138.0703,-138.0703,0,0,15,14.48886,1
394,17.973457,.5878387,.0099237,.8972868,6326,,0,0,.0807874,.0474931,642.3885,-642.3886,0,0,63,17.97346,1
396,13.111151,.3288925,.0061447,.9039134,702,,0,0,.0754056,.1144882,-28.20299,28.20298,0,0,,13.11115,1
397,26.208082,.504159,.0127239,.894244,10066,,0,0,.0390388,.1812438,2144.495,-2144.495,0,0,76,26.20808,1
399,26.026176,.4517958,.0151511,.899203,1210,,0,0,.0367877,.2684202,425.1255,-425.1255,0,0,15,26.02618,1
400,3.9998008,.2311006,-.0054103,.898345,1869,,0,0,.0614393,-.1101214,-75.71844,75.71842,0,0,18,3.999801,1
402,8.0743872,.3176317,.0018528,.8939311,867,,0,0,.075692,.0407241,-68.707,68.70699,0,0,,8.074388,1
406,16.034876,.3108802,-.0013543,.9179607,570,,0,0,.032164,-.0682162,21.2987,-21.29869,0,0,,16.03488,1
411,14.882752,.270617,.0012422,.8991789,566,,0,0,.0299392,.0790765,45.07877,-45.07876,0,0,,14.88275,1
413,12.289597,.6536247,.0039744,.9035031,855,,0,0,.0289173,.0645861,326.7295,-326.7295,0,0,21,12.2896,1
416,6.7935,.4403153,.0013145,.9014078,3239,,0,0,.0707917,.0112065,-376.1828,376.1828,0,0,43,6.7935,1
417,9.4003487,.1787828,.0053296,.8746697,688,,0,0,.0385292,.3312022,29.16546,-29.16546,0,0,18,9.400349,1
418,27.062529,.2225056,.0042223,.8971841,895,,0,0,.0435355,.1913734,47.59995,-47.59995,0,0,28,27.06253,1
420,39.540166,.2428967,.0150916,.9032915,987,,0,0,.0411327,.3919726,202.6212,-202.6212,0,0,21,39.54016,1
421,56.109942,.4065367,.0078161,.9068071,1530,,0,0,.0213685,.45059,107.8165,-107.8166,0,0,17,56.10994,1
422,17.464211,.5545173,.0181172,.8985133,1595,,0,0,.0331655,.2827813,476.3118,-476.3117,0,0,15,17.46421,1
424,25.390176,.410051,.0087589,.9240567,1733,,0,0,.0477646,.1414208,253.1824,-253.1824,0,0,19,25.39018,1
426,50.972596,.5540235,.0093525,.9026588,8032,,0,0,.0306119,.140932,1171.29,-1171.29,0,0,56,50.9726,1
427,50.457219,.486914,.0100394,.9051857,3475,,0,0,.0246724,.2077672,664.0342,-664.0342,0,0,35,50.45722,1
429,26.157945,.4533121,.0050452,.9043642,4762,,0,0,.0345805,.1355498,295.4441,-295.4441,0,0,20,26.15794,1
430,33.572779,.3326102,.0065349,.9120346,7769,,0,0,.0301392,.1964035,361.8417,-361.8417,0,0,29,33.57278,1
431,51.601789,.699601,.0127354,.9090975,9742,,0,0,.0240001,.0936347,839.183,-839.1827,0,0,53,51.60179,1
432,23.754848,.4448557,.0046428,.9116088,4255,,0,0,.0511164,.0512815,-141.2088,141.2088,0,0,33,23.75485,1
437,30.275953,.4954051,.0091332,.9130494,1524,,0,0,.0272367,.2058937,24.14263,-24.14263,0,0,20,30.27595,1
438,28.656188,.3673917,.0004445,.9076693,1608,,0,0,.0439474,.0078087,124.043,-124.043,0,0,16,28.65619,1
439,27.718913,.5677675,.0168897,.9133321,8892,,0,0,.037876,.2457374,1040.109,-1040.109,0,0,30,27.71891,1
440,29.688229,.4585337,.0151992,.9134471,6511,,0,0,.0379581,.3642369,1117.917,-1117.917,0,0,43,29.68823,1
441,7.0843632,.5972088,-.0039535,.9112171,2641,,0,0,.0480164,-.0547421,-588.9873,588.9872,0,0,14,7.084363,1
442,96.199998,.2751959,-.0997951,.9051237,874,,0,0,.0172627,.4542668,172.8497,-275.8497,0,0,12,96.2,1
443,37.416032,.3195882,.0177682,.8981498,2965,,0,0,.0443037,.5374094,512.0685,-512.0685,0,0,35,37.41603,1
445,49.12707,.5087363,.0185372,.9066572,1319,,0,0,.0261678,.3946998,143.5823,-143.5823,0,0,19,49.12707,1
446,22.367175,.4542597,.0078643,.9130889,555,,0,0,.029712,.4202298,30.4219,-30.4219,0,0,19,22.36717,1
447,28.932156,.5305014,.0089428,.9073813,1642,,0,0,.0242352,.314044,74.78754,-74.78754,0,0,20,28.93216,1
448,27.931713,.4539842,.007638,.9109692,1160,,0,0,.0220996,.264001,222.157,-222.157,0,0,21,27.93171,1
449,39.753392,.6794935,.0408932,.9074009,4330,,0,0,.029678,.4572004,1967.035,-1967.035,0,0,58,39.75339,1
450,39.15891,.5177217,.0088333,.9117943,1193,,0,0,.0191402,.3770518,229.9346,-229.9346,0,0,26,39.15891,1
451,39.611215,.8492652,.0371803,.8950465,13904,,0,0,.0349218,.1434842,6090.938,-6090.938,0,0,81,39.61121,1
452,17.062469,.5317959,.0018345,.9154769,659,,0,0,.0313684,.0503618,-68.9337,68.9337,0,0,28,17.06247,1
456,71.23875,.2726572,.0054026,.9088273,696,,0,0,.0105795,.8523233,166.3829,-166.3829,0,0,,71.23875,1
