hrr,cf_type,eta,tot_patients,qual_change,spend_change,wt_qual_base_mean,wt_qual_base_p10,wt_qual_base_p25,wt_qual_base_p75,wt_qual_base_p90,wt_qual_cf_mean,wt_qual_cf_p10,wt_qual_cf_p25,wt_qual_cf_p75,wt_qual_cf_p90,wt_spend_base_mean,wt_spend_base_p10,wt_spend_base_p25,wt_spend_base_p75,wt_spend_base_p90,wt_spend_cf_mean,wt_spend_cf_p10,wt_spend_cf_p25,wt_spend_cf_p75,wt_spend_cf_p90
147,"full",1,1822,.0012441,,.903442,.8821218,.8980178,.9064362,.9339339,.9046861,.8821218,.8980178,.9064362,.9339339,,,,,,,,,,
148,"full",1,1433,.0009282,,.8783727,.8677589,.8677589,.8813559,.8981481,.8793009,.8677589,.8677589,.8813559,.9003181,,,,,,,,,,
149,"full",1,3670,-.0017597,,.9188424,.9010897,.9010897,.9405631,.9405631,.9170827,.8763636,.9010897,.9405631,.9405631,,,,,,,,,,
150,"full",1,766,-.0040521,,.9306531,.9027982,.9027982,.9667519,.9667519,.926601,.9027982,.9027982,.936,.9667519,,,,,,,,,,
154,"full",1,1323,.000343,,.9170095,.8650928,.8934817,.9526627,.9793282,.9173526,.8857023,.8937446,.9526627,.9793282,,,,,,,,,,
155,"full",1,4834,.0020984,,.8813684,.84,.8666667,.9065355,.9174757,.8834668,.84,.8697017,.9040819,.9156737,,,,,,,,,,
156,"full",1,3599,-.0015206,,.8917096,.8441247,.8849765,.9113475,.925988,.8901889,.8404256,.8825032,.925988,.925988,,,,,,,,,,
158,"full",1,3872,-.0013724,,.9065181,.8867586,.9009726,.9168288,.9193549,.9051457,.8867586,.9016393,.9168288,.925988,,,,,,,,,,
161,"full",1,7401,.014743,,.9082726,.8849765,.8975265,.925988,.925988,.9230157,.925988,.925988,.925988,.925988,,,,,,,,,,
163,"full",1,2657,.0107257,,.9045948,.8926829,.8993937,.9065355,.93907,.9153205,.8857023,.8993937,.93907,.93907,,,,,,,,,,
164,"full",1,3315,.0004625,,.8896322,.8728392,.8817204,.9040819,.9065355,.8900947,.8465116,.8817204,.9040819,.9156737,,,,,,,,,,
166,"full",1,6121,.0168957,,.9043322,.8740741,.8993937,.9142539,.93907,.9212279,.8849765,.9040819,.93907,.93907,,,,,,,,,,
170,"full",1,4417,.0021718,,.9057756,.869213,.9033399,.925,.925,.9079474,.869213,.9033399,.925,.925,,,,,,,,,,
171,"full",1,4993,.0025415,,.902803,.8867586,.9020619,.910004,.9239303,.9053445,.8918919,.9020619,.910004,.9239303,,,,,,,,,,
172,"full",1,2801,-.001722,,.8908123,.8588235,.864564,.9122807,.9264892,.8890903,.8588235,.864564,.9122807,.94375,,,,,,,,,,
173,"full",1,1398,.0026234,,.8902119,.8736142,.8789238,.8994083,.9054404,.8928353,.8736142,.8789238,.9042553,.9071186,,,,,,,,,,
175,"full",1,1220,.0026107,,.9078453,.8983051,.9054404,.9054404,.925,.9104559,.8983051,.9054404,.9054404,.9620253,,,,,,,,,,
179,"full",1,4474,-.0004539,,.9085758,.9074177,.9074177,.9121757,.9290429,.9081219,.8887414,.9074177,.9121757,.9290429,,,,,,,,,,
180,"full",1,3706,.0007616,,.8890042,.8863109,.8888524,.8925165,.9080459,.8897657,.8863109,.8888524,.8925165,.9080459,,,,,,,,,,
181,"full",1,2511,-.0060846,,.898279,.8729508,.8995078,.9116466,.925,.8921944,.857362,.8729508,.9131535,.925988,,,,,,,,,,
183,"full",1,13097,-.0158028,,.9051214,.8837885,.8885468,.9236499,.9336283,.8893186,.8885468,.8885468,.8885468,.8885468,,,,,,,,,,
184,"full",1,1307,-.0042863,,.8997853,.8919861,.8919861,.907357,.9236499,.8954991,.8919861,.8919861,.8919861,.9082893,,,,,,,,,,
185,"full",1,1006,.0017605,,.8919622,.8837885,.8837885,.8982313,.915628,.8937228,.8837885,.8837885,.9082893,.9163719,,,,,,,,,,
186,"full",1,1564,-.0040772,,.893188,.84,.857362,.9131535,.925,.8891108,.84,.857362,.9112426,.925,,,,,,,,,,
187,"full",1,3999,-.0039161,,.9158672,.8995078,.9079254,.9213995,.9298725,.9119511,.8888524,.9015151,.9298725,.9298725,,,,,,,,,,
188,"full",1,1017,-.0029695,,.8954854,.8618421,.8907285,.9131535,.9290429,.8925159,.8618421,.8736142,.9131535,.9279279,,,,,,,,,,
190,"full",1,2189,-.0077412,,.898156,.8875078,.8875078,.9191951,.9191951,.8904148,.8875078,.8875078,.8875078,.8902743,,,,,,,,,,
191,"full",1,4565,.002036,,.9035783,.875,.910004,.910004,.9191951,.9056143,.8875078,.910004,.910004,.910004,,,,,,,,,,
192,"full",1,6403,-.0103926,,.9101219,.9011581,.9011581,.9197552,.9197552,.8997293,.881692,.9011581,.9011581,.9068455,,,,,,,,,,
193,"full",1,860,-.0012547,,.9053754,.8902743,.8902743,.9077615,.9192805,.9041207,.881692,.8902743,.9077615,.9192805,,,,,,,,,,
194,"full",1,2055,-.0069553,,.9098042,.8875078,.9011581,.9191951,.9191951,.9028489,.8875078,.8875078,.9191951,.9191951,,,,,,,,,,
195,"full",1,939,.0000389,,.9051055,.904741,.904741,.904741,.904741,.9051444,.904741,.904741,.904741,.9059234,,,,,,,,,,
196,"full",1,1618,.0002041,,.9056374,.9045515,.9045515,.9045515,.9124134,.9058416,.9045515,.9045515,.9045515,.9124134,,,,,,,,,,
197,"full",1,1338,-.0006405,,.8885793,.881692,.881692,.8875078,.9192805,.8879388,.881692,.881692,.8875078,.9192805,,,,,,,,,,
200,"full",1,3688,.000724,,.9095354,.8989152,.8989152,.9146023,.9146023,.9102594,.8989152,.8989152,.9146023,.9247538,,,,,,,,,,
201,"full",1,7631,.0042749,,.9133859,.8842912,.8890728,.9292753,.9391924,.9176608,.8842912,.9178618,.9337607,.9337607,,,,,,,,,,
203,"full",1,2166,.0043969,,.8987314,.894896,.8950716,.8950716,.9223495,.9031283,.8916519,.894896,.9223495,.9223495,,,,,,,,,,
204,"full",1,2605,-.0033547,,.8866457,.8552279,.8649025,.9105126,.9186906,.8832909,.8552279,.8649025,.9105126,.9186906,,,,,,,,,,
205,"full",1,10402,.0146095,,.8992753,.8657649,.8887414,.9115044,.9178404,.9138848,.9115044,.9178404,.9178404,.9178404,,,,,,,,,,
207,"full",1,301,.0023259,,.8935699,.8709257,.8709257,.9074177,.9096045,.8958958,.8709257,.8709257,.9096045,.9096045,,,,,,,,,,
208,"full",1,2353,-.000418,,.8793383,.8727142,.8727142,.8923077,.9074177,.8789203,.8693694,.8727142,.8923077,.9056604,,,,,,,,,,
209,"full",1,1062,.0006797,,.8962326,.8791209,.8837209,.9080882,.9080882,.8969123,.8791209,.8837209,.9080882,.9080882,,,,,,,,,,
210,"full",1,1757,-.0019217,,.8968202,.8736162,.9021299,.9021299,.9021299,.8948985,.8736162,.9021299,.9021299,.9021299,,,,,,,,,,
212,"full",1,985,-.0032229,,.8897229,.8622754,.8864169,.9021299,.90875,.8865,.8622754,.8736162,.9021299,.907173,,,,,,,,,,
213,"full",1,3001,.0019279,,.9124542,.8709677,.8992043,.9239611,.9465346,.9143822,.8928571,.9056604,.9239611,.9239611,,,,,,,,,,
214,"full",1,1455,-.0002565,,.9135734,.8769231,.9223856,.9223856,.9273012,.9133168,.8769231,.9223856,.9223856,.9223856,,,,,,,,,,
217,"full",1,607,.000139,,.8955635,.8948692,.8948692,.8948692,.8948692,.8957025,.8948692,.8948692,.8948692,.8948692,,,,,,,,,,
218,"full",1,263,-.0005608,,.9111521,.8818898,.904321,.9264706,.9305556,.9105913,.8818898,.904321,.9264706,.9264706,,,,,,,,,,
219,"full",1,2544,-.0000495,,.8848945,.8541872,.8541872,.9065934,.9065934,.8848451,.8541872,.8541872,.9065934,.9065934,,,,,,,,,,
220,"full",1,286,.0000398,,.8968787,.8645833,.890852,.9055555,.9309211,.8969185,.8614131,.890852,.9055555,.9309211,,,,,,,,,,
222,"full",1,4284,.0027782,,.9023496,.8694915,.8862745,.919708,.9285714,.9051278,.8786566,.8947368,.919708,.9285714,,,,,,,,,,
223,"full",1,15565,.029193,,.9040171,.8753623,.8900678,.9334787,.9343389,.9332101,.9343389,.9343389,.9343389,.9343389,,,,,,,,,,
225,"full",1,4517,-.0037419,,.8984506,.8629944,.8971894,.9097453,.9131386,.8947087,.8601036,.8836364,.9097453,.9131386,,,,,,,,,,
226,"full",1,2663,-.0015525,,.9028443,.8809091,.8957816,.9207792,.9238705,.9012918,.8804892,.8912134,.9101838,.9238705,,,,,,,,,,
227,"full",1,21688,.0019709,,.9038106,.8633218,.8900881,.9230769,.940625,.9057816,.875,.9063291,.9097664,.9245283,,,,,,,,,,
230,"full",1,3286,.0005356,,.9131854,.8745387,.890411,.936,.9360731,.913721,.8745387,.890411,.936,.9360731,,,,,,,,,,
231,"full",1,1086,.0058152,,.9096581,.8795181,.8875878,.9342544,.9373738,.9154733,.880226,.9004174,.9342544,.940625,,,,,,,,,,
232,"full",1,6105,.0029214,,.8934634,.8565815,.8755365,.9169295,.9311005,.8963848,.8508065,.8786031,.9311005,.9311005,,,,,,,,,,
233,"full",1,2518,-.0017719,,.891972,.8565815,.8857143,.9129493,.9230769,.8902001,.8508065,.8809524,.9065421,.9230769,,,,,,,,,,
234,"full",1,6123,-.0001608,,.8808283,.8526786,.8573596,.8910614,.9076034,.8806674,.8526786,.8571429,.8910614,.9162304,,,,,,,,,,
235,"full",1,2963,.0004281,,.8871226,.880016,.882243,.8913782,.903183,.8875507,.8635395,.882243,.8913782,.9074074,,,,,,,,,,
236,"full",1,2560,-.0022941,,.9025788,.8815104,.8926654,.9102564,.9330944,.9002846,.8815104,.8815104,.9048991,.9444444,,,,,,,,,,
238,"full",1,2768,.0073329,,.9014219,.862426,.8902439,.9230769,.9330944,.9087548,.862426,.8965517,.9230769,.9330944,,,,,,,,,,
239,"full",1,3664,-.0040807,,.8979802,.8695652,.8924112,.9178862,.9178862,.8938996,.8695652,.8924112,.8965517,.9178862,,,,,,,,,,
240,"full",1,528,.0003228,,.856833,.8511904,.8511904,.8511904,.8712871,.8571558,.8511904,.8511904,.8511904,.8712871,,,,,,,,,,
242,"full",1,1196,.0001014,,.9201276,.8815104,.8946624,.9552239,.9805195,.920229,.8815104,.8946624,.9361702,.9773756,,,,,,,,,,
243,"full",1,802,.0011711,,.8927534,.8485714,.9013241,.9105263,.9105263,.8939245,.8485714,.9013241,.9105263,.9105263,,,,,,,,,,
244,"full",1,2519,-.004661,,.9009718,.8573596,.882243,.9274611,.9397835,.8963108,.854714,.8755365,.9274611,.9397835,,,,,,,,,,
245,"full",1,3393,-.0010832,,.8929503,.8573596,.8803921,.9129493,.9162304,.8918671,.854714,.8755365,.9129493,.9191375,,,,,,,,,,
246,"full",1,3334,-.0025428,,.8843719,.849711,.8635395,.9076034,.93,.8818291,.849711,.8635395,.9074074,.9239131,,,,,,,,,,
248,"full",1,804,.0007467,,.9217506,.897474,.9213995,.9330944,.9545454,.9224973,.897474,.9213995,.9298725,.9545454,,,,,,,,,,
249,"full",1,1561,-.002522,,.9187512,.8983051,.9113924,.9285714,.9339623,.9162292,.9105263,.9113924,.9285714,.9339623,,,,,,,,,,
250,"full",1,1224,-.0036479,,.9002451,.8765432,.8765432,.9104331,.9104331,.8965971,.8765432,.8765432,.9104331,.9104331,,,,,,,,,,
251,"full",1,5801,.0033886,,.8973791,.8765586,.8780488,.9050847,.9222479,.9007677,.8765586,.8834842,.9050847,.9306723,,,,,,,,,,
253,"full",1,793,-.0032721,,.9011847,.8784404,.8979938,.904741,.9179487,.8979126,.8784404,.8784404,.904741,.9063308,,,,,,,,,,
254,"full",1,352,-.0011318,,.9069703,.894081,.8984771,.9130435,.9306723,.9058385,.8984771,.8984771,.9063308,.9306723,,,,,,,,,,
256,"full",1,1892,-.0013154,,.9037386,.9037711,.9037711,.9063308,.9122292,.9024232,.8784404,.9037711,.9063308,.9122292,,,,,,,,,,
257,"full",1,835,-.0022048,,.8966038,.8614131,.890852,.9309211,.9309211,.894399,.8267717,.890852,.9309211,.9309211,,,,,,,,,,
258,"full",1,1329,-.0106468,,.8852914,.8311688,.8671328,.8977424,.8977424,.8746446,.8311688,.8658009,.8977424,.8977424,,,,,,,,,,
259,"full",1,2437,-.0224528,,.897958,.8438818,.9105883,.9133649,.9133649,.8755052,.7987805,.7987805,.9133649,.9133649,,,,,,,,,,
260,"full",1,412,-.0009311,,.9095209,.8965517,.8965517,.9282297,.9282297,.9085897,.8965517,.8965517,.9282297,.9282297,,,,,,,,,,
261,"full",1,576,.0009336,,.8941808,.8656716,.8900463,.9169139,.9186345,.8951144,.8656716,.8900463,.9169139,.9186345,,,,,,,,,,
262,"full",1,1752,.0005847,,.9023415,.8438818,.890625,.9184588,.9184588,.9029263,.8438818,.890625,.9184588,.9184588,,,,,,,,,,
263,"full",1,732,-.0000198,,.9047073,.8727142,.9085873,.9085873,.9085873,.9046875,.8727142,.9085873,.9085873,.9085873,,,,,,,,,,
264,"full",1,2777,-.0116194,,.8767627,.8358209,.8531073,.8927125,.9096045,.8651433,.8358209,.8358209,.891,.8971962,,,,,,,,,,
267,"full",1,2500,-.0050492,,.8924175,.8947135,.8947135,.8947135,.8947135,.8873683,.8783415,.8947135,.8947135,.8947135,,,,,,,,,,
268,"full",1,12506,.0053722,,.8972219,.8504099,.8783415,.9098026,.9264271,.9025941,.9046575,.9046575,.9046575,.9046575,,,,,,,,,,
270,"full",1,3274,.0065268,,.9062285,.9008985,.9008985,.9150943,.9232895,.9127553,.9008985,.909465,.9232895,.9232895,,,,,,,,,,
273,"full",1,12981,.0212542,,.8927622,.8754871,.8763285,.9176334,.9231398,.9140165,.9176334,.9176334,.9176334,.9176334,,,,,,,,,,
276,"full",1,1935,.0000207,,.9081274,.8461539,.9038461,.924185,.9306358,.9081481,.8868778,.9038461,.924185,.9306358,,,,,,,,,,
277,"full",1,5016,-.0019633,,.9165332,.8933649,.9158908,.923951,.9287926,.9145699,.8933649,.9158908,.9158908,.9336016,,,,,,,,,,
278,"full",1,9540,-.0150378,,.9151456,.8819048,.8933649,.9275189,.9347826,.9001078,.8933649,.8933649,.8933649,.9336016,,,,,,,,,,
279,"full",1,3345,.0007076,,.8951284,.8829982,.8829982,.902834,.9193549,.8958359,.8829982,.8829982,.902834,.9193549,,,,,,,,,,
281,"full",1,880,.0006293,,.9229154,.9037207,.9037207,.9453125,.9553571,.9235447,.9037207,.9037207,.9453125,.9553571,,,,,,,,,,
282,"full",1,4403,-.0007586,,.9093176,.8894899,.8894899,.9186653,.9301701,.908559,.8894899,.9027237,.9186653,.9301701,,,,,,,,,,
283,"full",1,18800,.0011597,,.9013048,.8609626,.8904482,.9181185,.9275053,.9024646,.8563758,.8955007,.9153486,.9181185,,,,,,,,,,
284,"full",1,3556,-.0010724,,.9041471,.8663968,.8880597,.9188312,.9382522,.9030747,.8626866,.8831169,.9205397,.9386503,,,,,,,,,,
285,"full",1,3196,-.0002788,,.9086083,.8774663,.906556,.920904,.9319481,.9083295,.8763251,.9052632,.9188312,.9382522,,,,,,,,,,
288,"full",1,3102,.0001032,,.9047139,.8761062,.8936664,.9142281,.9247136,.9048171,.872915,.8936664,.9179331,.9319481,,,,,,,,,,
289,"full",1,1533,.000016,,.9023255,.8584071,.8872458,.920354,.9376258,.9023415,.8584071,.8872458,.920904,.9382522,,,,,,,,,,
291,"full",1,1237,.0003157,,.8955194,.8394161,.8701299,.9188312,.9377778,.895835,.8394161,.8701299,.9188312,.9377778,,,,,,,,,,
292,"full",1,1916,-.0015035,,.9092717,.8761905,.90625,.9188312,.9376258,.9077681,.8728814,.8936743,.9188312,.9382522,,,,,,,,,,
295,"full",1,7705,.0004197,,.906497,.9018075,.9065279,.9085783,.9124861,.9069167,.892598,.9043152,.9085783,.9124861,,,,,,,,,,
296,"full",1,1585,.001001,,.9034635,.879257,.8849638,.9116608,.9164706,.9044645,.879257,.8849638,.9116608,.9353083,,,,,,,,,,
297,"full",1,539,.0001556,,.9094938,.8628049,.906556,.9349471,.9386503,.9096494,.8588499,.8958333,.9349471,.9408397,,,,,,,,,,
299,"full",1,2355,-.0009436,,.9117014,.8967254,.8967254,.9237393,.9422522,.9107578,.8967254,.8967254,.9237393,.9422522,,,,,,,,,,
300,"full",1,1506,-.0054154,,.9048402,.8844086,.8863869,.9353083,.9353083,.8994248,.8666667,.8863869,.9159292,.9353083,,,,,,,,,,
301,"full",1,14849,.0034846,,.908657,.8710217,.8908272,.9253247,.9400545,.9121416,.8869681,.9120603,.9191729,.9368687,,,,,,,,,,
