hrr,mfx_10,pfx_10,pfx_fam_10,pfx_m0_10,mfx_25,pfx_25,pfx_fam_25,pfx_m0_25,mfx_50,pfx_50,pfx_fam_50,pfx_m0_50,mfx_75,pfx_75,pfx_fam_75,pfx_m0_75,mfx_90,pfx_90,pfx_fam_90,pfx_m0_90,mfx_mean,pfx_mean,pr_mean,pr_obs,pfx_fam_mean,pfx_m0_mean,mfx_sd,pfx_sd,pfx_fam_sd,pfx_m0_sd,mfx_count,pfx_count,hrr_group,eta
188,.0043545,-.0123321,.0088464,-.0058147,.0077723,-.0106327,.0416793,-.0003198,.0113554,-.0086329,.1102004,.0008675,.0141076,-.0057147,.1922271,.0023653,.0165977,-.0031751,.2863275,.0043729,.0108974,-.0081722,.2647885,.1084884,.1319977,.0002373,.0043835,.0032916,.1169039,.0043954,2203,2203,102,5
187,.0015387,-.0112594,-.059038,-.0056605,.003371,-.008382,-.0207236,-.0009215,.0068367,-.0053427,.0428642,.0001671,.0106147,-.0025644,.2578771,.0022141,.0144513,-.001131,.4065681,.0047637,.0074042,-.0057629,.2918513,.2888016,.1190958,.0000153,.0048553,.0038036,.1801759,.0051083,10689,10689,101,5
186,.0015289,-.014217,-.0188609,-.0057436,.0031984,-.0103327,-.0047372,-.000503,.0083469,-.006071,.0113161,.0004017,.0140998,-.0023145,.0729455,.0022264,.0189076,-.0010543,.174228,.0055346,.0093634,-.0068736,.115569,.1117365,.0485253,.0000701,.0067037,.0050227,.09116,.0061929,8350,8350,100,5
185,.0044962,-.0287588,-.0639082,-.0125707,.0085136,-.0185058,-.0358134,-.0030214,.0151493,-.0111915,-.0037089,.0004957,.0245927,-.0062906,.2793314,.0058169,.0380633,-.0032348,.3581013,.0129757,.0183486,-.0136997,.3171188,.3251311,.0963083,.0002724,.013205,.0099959,.1696493,.0118817,2479,2479,99,5
184,.0068545,-.0322418,-.0575847,-.0174996,.0118184,-.0262316,.0106997,-.0014822,.0236509,-.0175907,.1119806,.0016498,.0355825,-.0087811,.2825226,.0044807,.0429311,-.0053559,.4557799,.0090737,.0240346,-.0179112,.3710838,.1349293,.1529154,-.0004052,.0131559,.0098929,.1825705,.0122563,1838,1838,98,5
183,.0006153,-.0031652,-.0152315,-.0016248,.0011211,-.0023972,.0040317,-.0001983,.0020126,-.0015388,.0649104,.000093,.0031012,-.0008551,.2295683,.0005868,.0041127,-.0004651,.4536692,.0013295,.0021998,-.0016945,.2299893,.2304062,.1436898,5.33e-06,.0013175,.0010179,.1892055,.0013594,42373,42373,97,5
181,1.32e-38,0,-.0141828,0,2.54e-38,0,-.0010672,0,5.47e-38,0,.0344373,0,9.83e-38,0,.1691179,0,1.41e-37,0,.4564615,0,6.61e-38,0,.2051305,.1914841,.1220176,0,4.85e-38,0,.1875125,0,8126,8126,96,5
180,.0020002,-.015533,-.0316215,-.007567,.0047715,-.0114237,.0012942,-.0011671,.0092445,-.0069603,.1278182,.0007002,.015217,-.0035484,.2573745,.0022678,.0204541,-.0014744,.4081879,.0058374,.0103951,-.0078182,.4520752,.2846398,.1482112,-.0000972,.0069709,.0052264,.1707686,.0071736,5983,5983,95,5
179,.0004534,-.0085973,-.0408471,-.0034001,.0013107,-.0058737,-.0068203,-.0007604,.0040558,-.0030886,.0872745,.0001302,.0075607,-.000977,.1619274,.00097,.011179,-.0003647,.3072487,.0033304,.0049858,-.0038459,.4508165,.3276313,.1009832,-.000017,.0042425,.0032647,.137024,.0033582,8418,8418,94,5
175,0,0,-.0791263,0,0,0,-.0252123,0,0,0,.0623168,0,0,0,.2512127,0,0,0,.3723609,0,0,0,.3568132,.3268225,.1091136,0,0,0,.1727901,0,2867,2867,93,5
173,.0064669,-.0430304,-.03178,-.031673,.0151273,-.0349787,.0010069,-.0046356,.0319375,-.0231474,.1061613,.0009047,.0481928,-.0111652,.3377513,.0092629,.0627589,-.0046325,.5442813,.0190387,.0331621,-.0237202,.3266831,.259052,.1829269,-.0013373,.020388,.0143432,.2191548,.0213354,3038,3038,92,5
172,0,0,-.0620715,0,0,0,-.0064221,0,0,0,.0599874,0,0,0,.1888259,0,0,0,.2989331,0,0,0,.2839889,.2557479,.0917531,0,0,0,.143701,0,7046,7046,91,5
