rep,config_id,true_alpha,base_failure_rate,failure_sd,eta,alpha_hat,alpha_se,pi_hat,converged,n_patients,n_specs
13,101,0.4,0.2,0.005,1,1.2197788831743333,0.5155113839051962,-0.06718497943935095,TRUE,354,20
14,101,0.4,0.2,0.005,1,1.4871345089387773,0.5645916305526179,-0.06538878263836422,TRUE,328,20
15,101,0.4,0.2,0.005,1,0.26288223116697484,0.43044614295457795,-0.05981054998802315,TRUE,357,20
16,101,0.4,0.2,0.005,1,0.3200938430673119,0.5225730528727297,-0.06576168633588517,TRUE,342,20
17,101,0.4,0.2,0.005,1,0.3810648252682674,0.4660717722322097,-0.07943677785618049,TRUE,373,20
18,101,0.4,0.2,0.005,1,0.14456294979877943,0.5289228913103512,-0.09214803325173256,TRUE,378,20
19,101,0.4,0.2,0.005,1,0.6017978537755327,0.4417013160277821,-0.06349591380660453,TRUE,338,20
20,101,0.4,0.2,0.005,1,0.5818084947773472,0.5258811288634732,-0.07095073095545124,TRUE,352,20
21,101,0.4,0.2,0.005,1,NA,NA,NA,FALSE,330,20
22,101,0.4,0.2,0.005,1,0.12673011222476466,0.43639637832809425,-0.07347463992170974,TRUE,330,20
23,101,0.4,0.2,0.005,1,0.3566263186411611,0.5030443289191847,-0.08074994491503279,TRUE,371,20
24,101,0.4,0.2,0.005,1,0.6792258206142826,0.49110962550201026,-0.07159516485294358,TRUE,350,20
25,101,0.4,0.2,0.005,1,0.17247200351956124,0.42300904259856065,-0.07008149725726355,TRUE,374,20
26,101,0.4,0.2,0.005,1,1.4911544987660015,0.465878767757556,-0.07807707677229431,TRUE,358,20
27,101,0.4,0.2,0.005,1,0.3071923035649761,0.4576365736360229,-0.08005045032946287,TRUE,404,20
28,101,0.4,0.2,0.005,1,1.3033901268411252,0.609038322251555,-0.07296352109773395,TRUE,314,20
29,101,0.4,0.2,0.005,1,0.4423107164860104,0.4748311954431052,-0.06128730041726712,TRUE,358,20
30,101,0.4,0.2,0.005,1,0.9012269120636694,0.41099267736852024,-0.05460267871288325,TRUE,380,20
31,101,0.4,0.2,0.005,1,0.8536500051536514,0.5181780887232393,-0.06895965037439547,TRUE,353,20
32,101,0.4,0.2,0.005,1,1.6232473340876485,0.5061555694758142,-0.07629436868459594,TRUE,347,20
33,101,0.4,0.2,0.005,1,0.058090035241311865,0.4970865756857047,-0.08215277388314231,TRUE,384,20
34,101,0.4,0.2,0.005,1,NA,NA,NA,FALSE,362,20
35,101,0.4,0.2,0.005,1,0.47313745150473263,0.5607972728150465,-0.0855589812574193,TRUE,359,20
36,101,0.4,0.2,0.005,1,0.5274602427115445,0.5589336051849743,-0.07651132229849926,TRUE,360,20
37,101,0.4,0.2,0.005,1,NA,NA,NA,FALSE,381,20
38,101,0.4,0.2,0.005,1,0.8532377529920492,0.47159912894900524,-0.060810765368271416,TRUE,367,20
39,101,0.4,0.2,0.005,1,0.22993720497525927,0.4867058599396749,-0.07270205307028554,TRUE,349,20
40,101,0.4,0.2,0.005,1,NA,NA,NA,FALSE,357,20
41,101,0.4,0.2,0.005,1,0.2840204773360672,0.48751523523330886,-0.0698135002362072,TRUE,383,20
42,101,0.4,0.2,0.005,1,0.25594802933985883,0.4578597844252725,-0.08080829265719197,TRUE,406,20
43,101,0.4,0.2,0.005,1,0.3326612704523418,0.43896159987694044,-0.0873069613386574,TRUE,359,20
44,101,0.4,0.2,0.005,1,0.30631744017284873,0.4562742369179697,-0.08630522664442404,TRUE,362,20
45,101,0.4,0.2,0.005,1,NA,NA,NA,FALSE,386,20
46,101,0.4,0.2,0.005,1,0.634561919842569,0.46802985372247646,-0.08351821505197428,TRUE,346,20
47,101,0.4,0.2,0.005,1,NA,NA,NA,FALSE,345,20
48,101,0.4,0.2,0.005,1,0.9309006031391088,0.465643203586572,-0.0816483279040053,TRUE,373,20
49,101,0.4,0.2,0.005,1,0.6285043845928445,0.569460028508641,-0.08553874174032092,TRUE,366,20
50,101,0.4,0.2,0.005,1,0.21882620737762434,0.5387338020899101,-0.07034315379693147,TRUE,382,20
1,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,358,20
2,102,0.4,0.02,0.01,1,0.9071221834700927,1.315365627686285,-0.07515886962966026,TRUE,343,20
3,102,0.4,0.02,0.01,1,0.6510677540768609,0.9948878232744437,-0.06829254391835654,TRUE,388,20
4,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,389,20
5,102,0.4,0.02,0.01,1,2.545990594362779,3.2035229680288335,-0.08734160014138678,TRUE,350,20
6,102,0.4,0.02,0.01,1,12.107937293071311,38.30523514436791,-0.08346760899697846,TRUE,355,20
7,102,0.4,0.02,0.01,1,0.5165410125135832,1.0317454675832778,-0.07702846549170421,TRUE,341,20
8,102,0.4,0.02,0.01,1,1.0727538354920827,1.5165439369450382,-0.07457680009314883,TRUE,374,20
9,102,0.4,0.02,0.01,1,0.1665920228235443,1.0428249938134848,-0.06623690726651695,TRUE,339,20
10,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,342,20
11,102,0.4,0.02,0.01,1,0.15106235925041483,1.4951926291817956,-0.06740237410754031,TRUE,379,20
12,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,364,20
13,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,381,20
14,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,395,20
15,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,362,20
16,102,0.4,0.02,0.01,1,2.4442117669560215,1.533843775587478,-0.0665998022410958,TRUE,379,20
17,102,0.4,0.02,0.01,1,0.4604163652670809,1.7567252941242462,-0.08463031644636881,TRUE,381,20
18,102,0.4,0.02,0.01,1,2.2707255503631605,1.447363724827732,-0.0711765329096263,TRUE,343,20
19,102,0.4,0.02,0.01,1,1.5879515905101533,1.0778966592581758,-0.07997681663202054,TRUE,372,20
20,102,0.4,0.02,0.01,1,2.6997249898561284,2.4008972804287185,-0.06990038974741439,TRUE,347,20
21,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,362,20
22,102,0.4,0.02,0.01,1,1.0336417407829837,1.2751155682470832,-0.06622029469317256,TRUE,338,20
23,102,0.4,0.02,0.01,1,0.4088058617353584,1.2479925285501632,-0.07221024340677946,TRUE,346,20
24,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,371,20
25,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,363,20
26,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,376,20
27,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,353,20
28,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,347,20
29,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,353,20
30,102,0.4,0.02,0.01,1,0.5757128596877545,1.4156932686324135,-0.08712548788226633,TRUE,346,20
31,102,0.4,0.02,0.01,1,1.4607017137911718,1.6084145748788552,-0.0705065798613432,TRUE,343,20
32,102,0.4,0.02,0.01,1,1.449083815495416,1.0369896399152168,-0.07244815277696512,TRUE,373,20
33,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,384,20
34,102,0.4,0.02,0.01,1,4.198676046183428,2.626982227245042,-0.06741913987960511,TRUE,352,20
35,102,0.4,0.02,0.01,1,2.1601254537060193,3.3377798073312395,-0.08033535845074916,TRUE,379,20
36,102,0.4,0.02,0.01,1,1.2979784149928246,1.4298962966743487,-0.07454062395405144,TRUE,333,20
37,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,394,20
38,102,0.4,0.02,0.01,1,0.10702066595511922,1.4000213454023671,-0.07890223155760791,TRUE,356,20
39,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,364,20
40,102,0.4,0.02,0.01,1,0.04073011512365546,1.0708748777457582,-0.08670662777061969,TRUE,358,20
41,102,0.4,0.02,0.01,1,2.129054875441013,1.6490058356970787,-0.07366805705893979,TRUE,349,20
42,102,0.4,0.02,0.01,1,3.6029978721534475,2.2328161839202516,-0.07467833038405985,TRUE,380,20
43,102,0.4,0.02,0.01,1,0.2223749326584864,1.9220589555729666,-0.08388696566440695,TRUE,339,20
44,102,0.4,0.02,0.01,1,0.8636641645113198,1.2510379788963897,-0.06948532014612795,TRUE,359,20
45,102,0.4,0.02,0.01,1,16447917534471214e135,NA,NA,FALSE,322,20
46,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,363,20
47,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,376,20
48,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,378,20
49,102,0.4,0.02,0.01,1,1.6637327450340846,1.8920627031864963,-0.06805311407214243,TRUE,357,20
50,102,0.4,0.02,0.01,1,NA,NA,NA,FALSE,343,20
1,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,362,20
2,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,373,20
3,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,366,20
4,103,0.4,0.05,0.01,1,0.40402815630894845,0.9386619008300351,-0.06278766766174704,TRUE,343,20
5,103,0.4,0.05,0.01,1,0.409088414183144,0.8147600584099224,-0.08413775862360104,TRUE,384,20
6,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,378,20
7,103,0.4,0.05,0.01,1,1.4898000323725946,1.0492671066071642,-0.06751352966750644,TRUE,366,20
8,103,0.4,0.05,0.01,1,1.4986016817673316,0.9031683921402741,-0.08102662099852363,TRUE,367,20
9,103,0.4,0.05,0.01,1,0.9447084601791673,1.3993500157922074,-0.07390760417743845,TRUE,352,20
10,103,0.4,0.05,0.01,1,0.5559488904576046,0.8355787615464215,-0.0806243710123223,TRUE,336,20
11,103,0.4,0.05,0.01,1,1.1226653941943145,0.7726928858468357,-0.07840640137251265,TRUE,350,20
12,103,0.4,0.05,0.01,1,0.8987362668157044,0.7391608136745442,-0.06416169387528861,TRUE,332,20
13,103,0.4,0.05,0.01,1,0,0,-0.05632513598666177,TRUE,377,20
14,103,0.4,0.05,0.01,1,0.15633620701440015,1.1424665339778781,-0.0839903065268968,TRUE,351,20
15,103,0.4,0.05,0.01,1,1.098017647105499,0.8407510534140616,-0.0842121293421506,TRUE,347,20
16,103,0.4,0.05,0.01,1,1.3577334069235512,1.1059033544773642,-0.06311099847581834,TRUE,364,20
17,103,0.4,0.05,0.01,1,0,NA,NA,FALSE,377,20
18,103,0.4,0.05,0.01,1,0.773936975111755,0.8189749762951909,-0.06377883697246335,TRUE,363,20
19,103,0.4,0.05,0.01,1,0,0,-0.08749866803376447,TRUE,349,20
20,103,0.4,0.05,0.01,1,0.9389527609224365,1.0008734696007007,-0.06930309504766342,TRUE,343,20
21,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,367,20
22,103,0.4,0.05,0.01,1,2.35726960224016,0.9407337771623209,-0.08544957056959741,TRUE,361,20
23,103,0.4,0.05,0.01,1,0.6617311713808705,0.7997874066299427,-0.06646129912187247,TRUE,361,20
24,103,0.4,0.05,0.01,1,0.6080297635839733,0.8092909038744016,-0.08181942136472076,TRUE,348,20
25,103,0.4,0.05,0.01,1,1.0767179094445116,0.9724843824440643,-0.06291810800244374,TRUE,330,20
26,103,0.4,0.05,0.01,1,1.2595137539131747,0.6537297626592163,-0.08319737452490815,TRUE,333,20
27,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,361,20
28,103,0.4,0.05,0.01,1,0.2315058069081728,0.7590192479361529,-0.06577212951290827,TRUE,356,20
29,103,0.4,0.05,0.01,1,0.9648131397510881,0.909756023641937,-0.06376091499598262,TRUE,357,20
30,103,0.4,0.05,0.01,1,2.046004832541343,0.860055759388377,-0.06468532494521947,TRUE,359,20
31,103,0.4,0.05,0.01,1,1.4040613762554823,1.4252963086924642,-0.08349370032206842,TRUE,359,20
32,103,0.4,0.05,0.01,1,0.45033584393018083,0.903262409876832,-0.099364010287949,TRUE,339,20
33,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,349,20
34,103,0.4,0.05,0.01,1,0.11524083319075538,0.8816569018530716,-0.07528171417221456,TRUE,360,20
35,103,0.4,0.05,0.01,1,1.1820010014230928,0.9764722776744318,-0.08858425869329872,TRUE,345,20
36,103,0.4,0.05,0.01,1,1.2441800662689941,0.8933212572687785,-0.08101907369226301,TRUE,320,20
37,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,373,20
38,103,0.4,0.05,0.01,1,2.589307884542189,1.3574468750669864,-0.07215931042582548,TRUE,361,20
39,103,0.4,0.05,0.01,1,0.8668264931570544,1.0718926296729923,-0.09637433406729763,TRUE,368,20
40,103,0.4,0.05,0.01,1,0.01712082334823554,0.7178287873693588,-0.0682099160984658,TRUE,328,20
41,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,371,20
42,103,0.4,0.05,0.01,1,0.849102825825305,0.9577535145781663,-0.07101786554945108,TRUE,383,20
43,103,0.4,0.05,0.01,1,0.9005140732895481,0.9758924908222816,-0.05613083581194414,TRUE,381,20
44,103,0.4,0.05,0.01,1,2.011023185841657,1.0595769959398005,-0.07877714861901376,TRUE,364,20
45,103,0.4,0.05,0.01,1,1.5573960793620023,0.939837295583954,-0.06971929064986394,TRUE,387,20
46,103,0.4,0.05,0.01,1,2.6379846148286106,1.1143738385306112,-0.06974197521206152,TRUE,347,20
47,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,357,20
48,103,0.4,0.05,0.01,1,2.0525353145991048,0.8069801718037203,-0.07450567354845487,TRUE,375,20
49,103,0.4,0.05,0.01,1,1.5866999872394576,0.7061856275644532,-0.08212571692592645,TRUE,333,20
50,103,0.4,0.05,0.01,1,NA,NA,NA,FALSE,389,20
1,104,0.4,0.09,0.01,1,1.529820422692954,0.6162827671379899,-0.06149211337140969,TRUE,366,20
2,104,0.4,0.09,0.01,1,0.10823473986679959,0.6248311611833777,-0.07048440429905618,TRUE,370,20
3,104,0.4,0.09,0.01,1,0.8605715150291152,0.6181235428996339,-0.09136179721376263,TRUE,385,20
4,104,0.4,0.09,0.01,1,1.494688776957929,0.6749980335303931,-0.0638770560685472,TRUE,349,20
5,104,0.4,0.09,0.01,1,0.24482506713114266,0.778102239244246,-0.08177208484274177,TRUE,351,20
6,104,0.4,0.09,0.01,1,0,0,-0.0683967218247792,TRUE,363,20
7,104,0.4,0.09,0.01,1,0.8338457325181459,0.7904804195443458,-0.07155281508082942,TRUE,336,20
8,104,0.4,0.09,0.01,1,0.489608760459634,0.7606579921294081,-0.06969811965387387,TRUE,355,20
9,104,0.4,0.09,0.01,1,0.3695250163159867,0.6360035208786046,-0.08089849034783096,TRUE,376,20
10,104,0.4,0.09,0.01,1,0.9450751000420817,0.8497651978166197,-0.07086046599976413,TRUE,331,20
11,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,364,20
12,104,0.4,0.09,0.01,1,0.6133279279607368,0.6348353685519471,-0.07793535351290688,TRUE,383,20
13,104,0.4,0.09,0.01,1,0.4096429449567414,0.5624042116416698,-0.06441302728664196,TRUE,365,20
14,104,0.4,0.09,0.01,1,1.8226233983863784,0.7678931055483957,-0.0806391208923123,TRUE,359,20
15,104,0.4,0.09,0.01,1,1.0575117083608163,0.6790779181007078,-0.07193333422296554,TRUE,330,20
16,104,0.4,0.09,0.01,1,1.488557365716522,0.8213063153723871,-0.06005504568947159,TRUE,367,20
17,104,0.4,0.09,0.01,1,0.527252842301069,0.669297851998965,-0.07825218390786724,TRUE,386,20
18,104,0.4,0.09,0.01,1,1.5091376326816488,0.8558198851782459,-0.07734884921870337,TRUE,357,20
19,104,0.4,0.09,0.01,1,0.99072258331198515,0.6930950698742481,-0.06997915310514405,TRUE,366,20
20,104,0.4,0.09,0.01,1,0.7768656409990927,0.5868671469675465,-0.08453585336462789,TRUE,357,20
21,104,0.4,0.09,0.01,1,0.8997210397661796,0.7733064062283602,-0.08300422440250674,TRUE,351,20
22,104,0.4,0.09,0.01,1,0.05960484475161026,0.5925152279450757,-0.06753803380246035,TRUE,388,20
23,104,0.4,0.09,0.01,1,0.6192111114771217,0.6230749934432629,-0.074767792149373,TRUE,342,20
24,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,376,20
25,104,0.4,0.09,0.01,1,0.1410513726871069,0.774524490564083,-0.06356889534535101,TRUE,354,20
26,104,0.4,0.09,0.01,1,0.0036016097401126083,0.6727344797052686,-0.06217078850855191,TRUE,355,20
27,104,0.4,0.09,0.01,1,0.2938761642528725,0.5865380977226716,-0.05739797470287018,TRUE,374,20
28,104,0.4,0.09,0.01,1,0.6613999678892019,0.5908083368932209,-0.07788643092298816,TRUE,404,20
29,104,0.4,0.09,0.01,1,0.9528038318721362,0.6770348243148286,-0.06600682253678333,TRUE,365,20
30,104,0.4,0.09,0.01,1,0.22973891710903155,0.60429916686883,-0.06649306259482096,TRUE,392,20
31,104,0.4,0.09,0.01,1,0.5888947987302553,0.9638167594373523,-0.08151288540257415,TRUE,356,20
32,104,0.4,0.09,0.01,1,1.0070452616720122,0.7379161097445862,-0.06094838387533315,TRUE,352,20
33,104,0.4,0.09,0.01,1,1.6052450667837894,0.8797992112738751,-0.06872545979044994,TRUE,332,20
34,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,344,20
35,104,0.4,0.09,0.01,1,0.8165405358199165,0.6593274327388237,-0.07266832507867191,TRUE,326,20
36,104,0.4,0.09,0.01,1,0.5734318301064564,0.47526852693794475,-0.06778461441386666,TRUE,381,20
37,104,0.4,0.09,0.01,1,0.08544158023362683,0.7002369254929247,-0.07862679344285271,TRUE,386,20
38,104,0.4,0.09,0.01,1,1.3756740486940835,0.7261525330162046,-0.06851035232772396,TRUE,344,20
39,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,388,20
40,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,373,20
41,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,356,20
42,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,340,20
43,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,395,20
44,104,0.4,0.09,0.01,1,0.8157207072110463,0.690035752969006,-0.059528735628820544,TRUE,355,20
45,104,0.4,0.09,0.01,1,0.9595153342294525,0.6431464795697861,-0.06791469836494225,TRUE,346,20
46,104,0.4,0.09,0.01,1,0.15953365428960706,0.5381934779592148,-0.08044020096730234,TRUE,367,20
47,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,363,20
48,104,0.4,0.09,0.01,1,1.5039470921950318,0.7802413729531209,-0.07290526931778825,TRUE,336,20
49,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,394,20
50,104,0.4,0.09,0.01,1,NA,NA,NA,FALSE,380,20
1,105,0.4,0.15,0.01,1,0.10647843748288342,0.49871159365377976,-0.07794725455741172,TRUE,360,20
2,105,0.4,0.15,0.01,1,0.846121493274226,0.5540929953367257,-0.06929207182541058,TRUE,363,20
3,105,0.4,0.15,0.01,1,1.4100181577435564,0.536249270862522,-0.06799391581907355,TRUE,347,20
4,105,0.4,0.15,0.01,1,0.5734197818297421,0.5541561944044946,-0.07503930476362963,TRUE,380,20
5,105,0.4,0.15,0.01,1,0.4845490645552484,0.5586637842968524,-0.06531340308727648,TRUE,294,20
6,105,0.4,0.15,0.01,1,0.309861592235214,0.42696639558999183,-0.08489413873486935,TRUE,374,20
7,105,0.4,0.15,0.01,1,0.5350192419073035,0.5439708122921332,-0.06342946732482038,TRUE,355,20
8,105,0.4,0.15,0.01,1,0.06578490736967538,0.511248206622308,-0.07867042211076351,TRUE,364,20
9,105,0.4,0.15,0.01,1,0.7350973142942467,0.4971411326097028,-0.07226776859269174,TRUE,358,20
10,105,0.4,0.15,0.01,1,0.17686642302574915,0.4531063969309339,-0.07377579577215751,TRUE,354,20
11,105,0.4,0.15,0.01,1,1.862980648722863,0.5844449566221023,-0.0654520791404858,TRUE,369,20
12,105,0.4,0.15,0.01,1,1.250139799740933,0.5542086081640486,-0.1034495037840551,TRUE,362,20
13,105,0.4,0.15,0.01,1,0.6381343384461667,0.5563782184014794,-0.08161501425859834,TRUE,367,20
14,105,0.4,0.15,0.01,1,1.119844101770819,0.48967040341201856,-0.07604261162959988,TRUE,378,20
15,105,0.4,0.15,0.01,1,0.5120201251132025,0.5321863664562322,-0.0699891771056696,TRUE,351,20
16,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,358,20
17,105,0.4,0.15,0.01,1,0.07246635055819262,0.5467150823363965,-0.06745563536470953,TRUE,347,20
18,105,0.4,0.15,0.01,1,0.22481833011613778,0.6291244324082689,-0.06300108106619386,TRUE,361,20
19,105,0.4,0.15,0.01,1,0.023752873612151802,0.5589452986606558,-0.06142392827454766,TRUE,350,20
20,105,0.4,0.15,0.01,1,1.112018102255638,0.5410347846441711,-0.07011039755092197,TRUE,367,20
21,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,332,20
22,105,0.4,0.15,0.01,1,0.16606089919216183,0.60123110641552,-0.07453604285585091,TRUE,371,20
23,105,0.4,0.15,0.01,1,0.10420713380179604,0.5183084726755168,-0.07582116419623113,TRUE,341,20
24,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,357,20
25,105,0.4,0.15,0.01,1,0.5054891731276729,0.5323358175749957,-0.07187011823985241,TRUE,368,20
26,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,395,20
27,105,0.4,0.15,0.01,1,0.6398232205519445,0.5519983180625296,-0.07032546824852919,TRUE,361,20
28,105,0.4,0.15,0.01,1,0.7128496286806515,0.5069289190001947,-0.06520721202281443,TRUE,369,20
29,105,0.4,0.15,0.01,1,0.0067781709207087905,0.5281262026239397,-0.0710197391856187,TRUE,376,20
30,105,0.4,0.15,0.01,1,1.138916993389739,0.5960136289773647,-0.07480192046773448,TRUE,360,20
31,105,0.4,0.15,0.01,1,0.22850178923222103,0.6050219242419483,-0.08534005318970277,TRUE,356,20
32,105,0.4,0.15,0.01,1,0.8469205201015307,0.503596966794219,-0.07930562530513731,TRUE,338,20
33,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,354,20
34,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,354,20
35,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,349,20
36,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,374,20
37,105,0.4,0.15,0.01,1,0.1842903726345781,0.4293073247071676,-0.08544508866980965,TRUE,385,20
38,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,334,20
39,105,0.4,0.15,0.01,1,0.39260330426372214,0.5761739435987401,-0.07405687454110664,TRUE,331,20
40,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,341,20
41,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,358,20
42,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,335,20
43,105,0.4,0.15,0.01,1,1.0154124992219289,0.5580350371461482,-0.06365777117301938,TRUE,383,20
44,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,353,20
45,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,358,20
46,105,0.4,0.15,0.01,1,1.1547623001286296,0.583044400780563,-0.06697773904847269,TRUE,366,20
47,105,0.4,0.15,0.01,1,0.04092453403771032,0.4994768152746355,-0.0785866547810236,TRUE,350,20
48,105,0.4,0.15,0.01,1,NA,NA,NA,FALSE,345,20
49,105,0.4,0.15,0.01,1,1.1456271965656404,0.6167047693955818,-0.07331895510563252,TRUE,375,20
50,105,0.4,0.15,0.01,1,0.6329215072833105,0.5585665348892777,-0.08792898887949097,TRUE,351,20
1,106,0.4,0.2,0.01,1,NA,NA,NA,FALSE,343,20
2,106,0.4,0.2,0.01,1,0.9294034948398361,0.4081024875842936,-0.05757121563767076,TRUE,344,20
3,106,0.4,0.2,0.01,1,0.7936021574389678,0.4815817341150004,-0.0904740241544375,TRUE,394,20
4,106,0.4,0.2,0.01,1,0.7330231259943798,0.5032920138528848,-0.07336345230321856,TRUE,345,20
5,106,0.4,0.2,0.01,1,0.9142179540687645,0.599042711910233,-0.05712139085360666,TRUE,351,20
6,106,0.4,0.2,0.01,1,0.31902233336639646,0.4825487534747699,-0.07554254002451524,TRUE,357,20
7,106,0.4,0.2,0.01,1,0.10219185272072949,0.4174264765836466,-0.07045530860439361,TRUE,379,20
8,106,0.4,0.2,0.01,1,0.5543794890739614,0.541973984823768,-0.07056683122820186,TRUE,370,20
9,106,0.4,0.2,0.01,1,0.4619992834278655,0.4927745411720295,-0.06514625992191668,TRUE,366,20
10,106,0.4,0.2,0.01,1,NA,NA,NA,FALSE,365,20
11,106,0.4,0.2,0.01,1,NA,NA,NA,FALSE,364,20
12,106,0.4,0.2,0.01,1,1.40678751011628,0.5492530338582168,-0.07856589640532684,TRUE,345,20
13,106,0.4,0.2,0.01,1,0.21076380740101586,0.41718243440036284,-0.07698646172480589,TRUE,358,20
14,106,0.4,0.2,0.01,1,0.19873154455473963,0.5350104622457735,-0.08036439859884381,TRUE,368,20
15,106,0.4,0.2,0.01,1,0.06830758386076213,0.4942478279959794,-0.07128176046853892,TRUE,323,20
16,106,0.4,0.2,0.01,1,1.3260761307942042,0.4365175631243364,-0.07333436462761395,TRUE,367,20
17,106,0.4,0.2,0.01,1,NA,NA,NA,FALSE,386,20
18,106,0.4,0.2,0.01,1,1.4534847043688859,0.4804513668479879,-0.06751522410767356,TRUE,339,20
19,106,0.4,0.2,0.01,1,0.07388519238724943,0.5277184108274087,-0.08319324221461359,TRUE,386,20
20,106,0.4,0.2,0.01,1,0.9062006789854086,0.4388074196562138,-0.08809171008709821,TRUE,361,20
21,106,0.4,0.2,0.01,1,0.6926267352038716,0.5523193586009916,-0.07893014844011316,TRUE,331,20
22,106,0.4,0.2,0.01,1,0.7486969996884066,0.5046476986544225,-0.0766655742768916,TRUE,361,20
23,106,0.4,0.2,0.01,1,NA,NA,NA,FALSE,374,20
24,106,0.4,0.2,0.01,1,0.37521224517492957,0.556897415365822,-0.06851736469143549,TRUE,345,20
25,106,0.4,0.2,0.01,1,0.16022445565537527,0.4601419376940669,-0.06975166220940365,TRUE,351,20
26,106,0.4,0.2,0.01,1,0.05809506089116575,0.4622538744004299,-0.0737996599080468,TRUE,354,20
27,106,0.4,0.2,0.01,1,0.7796768889627934,0.44509576367470527,-0.06516971683045406,TRUE,355,20
28,106,0.4,0.2,0.01,1,NA,NA,NA,FALSE,336,20
29,106,0.4,0.2,0.01,1,0.3541527699394921,0.459610156601706,-0.08634064839280756,TRUE,355,20
30,106,0.4,0.2,0.01,1,NA,NA,NA,FALSE,368,20
31,106,0.4,0.2,0.01,1,0.49896292892202365,0.4653378416356036,-0.059924453325138946,TRUE,360,20
32,106,0.4,0.2,0.01,1,NA,NA,NA,FALSE,380,20
33,106,0.4,0.2,0.01,1,0.2708522068396251,0.5797686967328635,-0.05995546953741555,TRUE,374,20
34,106,0.4,0.2,0.01,1,0.44566689795985753,0.4747347664822701,-0.0658617029295935,TRUE,373,20
35,106,0.4,0.2,0.01,1,0.5180310007173126,0.46580034978817114,-0.07571546059801151,TRUE,369,20
36,106,0.4,0.2,0.01,1,0.35886192614986895,0.49120659181444104,-0.0727326961737991,TRUE,362,20
37,106,0.4,0.2,0.01,1,NA,NA,NA,FALSE,410,20
38,106,0.4,0.2,0.01,1,1.1310857930484475,0.4396538846256969,-0.0703061595863733,TRUE,396,20
39,106,0.4,0.2,0.01,1,0.3639307080668876,0.4512789474326359,-0.07021852463508531,TRUE,367,20
40,106,0.4,0.2,0.01,1,0.6202918466021747,0.4352115133730667,-0.060689687356106414,TRUE,357,20
41,106,0.4,0.2,0.01,1,0.18961724431782973,0.47636278655754954,-0.07475845547520923,TRUE,386,20
42,106,0.4,0.2,0.01,1,0.5901527086166608,0.4716324657146966,-0.06818337858778253,TRUE,351,20
