hrr,coef_m,pij_diff_full,pij_diff_current,pij_diff_fullfam,health_full,health_current,health_fullfam,health_base,n_cases,corr_fe_qual,fe_sd,fe_range,qual_sd,corr_realloc_qual_full,corr_realloc_qual_fullfam,realloc_to_highq_full,realloc_to_lowq_full,realloc_to_highq_fullfam,realloc_to_lowq_fullfam,fe_mean_highqual,fe_mean_lowqual,n_specs,eta
386,1.5259747,.1651444,.1443708,.1921721,.0008147,.0001761,.0008759,.8827712,1023,-.0093959,3.862308,15.68697,.0370093,.0583581,.0527914,12.61853,-12.61853,32.8082,-32.8082,-1.077127,-.2794338,37,5
388,1.7424184,.3438518,.2213574,.351235,.0043518,.0018856,.0026102,.8768473,820,-.1462861,2.813425,14.9973,.0572342,.099087,.0834366,93.76043,-93.76043,70.62421,-70.62421,-1.243759,.0997945,25,5
390,0,.1652719,.1354126,.1724146,-.0002888,.0000586,-.0014277,.9116675,1313,.44415,.8014247,3.408512,.0389366,-.0613444,-.1629225,-34.12908,34.12908,-60.26274,60.26274,-.6643538,-1.324488,16,5
391,.71211277,.4085615,.2893412,.4275877,-.0023674,.0010764,-.0036489,.8906575,13644,.2009214,.8315781,4.222496,.0689196,-.0893712,-.1030345,-502.1876,502.1876,-580.2268,580.2269,.5791235,.2402076,203,5
393,.39545839,.1605341,.1329635,.2059667,.0013527,.0015982,-.0008847,.9016489,1250,.4024401,.7510734,2.944871,.0487051,.1361461,-.0772738,12.42292,-12.42292,-35.10564,35.10564,-.0052622,-.4720987,24,5
394,.33597583,.3619279,.2580078,.4082212,-.0015453,.0002666,-.0042177,.8934307,5907,.1220305,1.41793,16.05458,.0666836,-.0513031,-.0941939,-112.6931,112.6932,-368.328,368.328,.9965791,.3702697,134,5
396,.56053872,.143655,.1238026,.1792379,-.0007588,-.0004939,-.0025853,.9146607,694,.3536181,.9859404,3.191164,.0794664,-.060194,-.1065787,.7675766,-.7675781,-19.93328,19.93328,-.3410339,-1.56488,11,5
397,0,.4362789,.30854,.4494009,-.0048049,-.0012555,-.0053281,.8915082,9000,.0673742,.6242856,2.838611,.0434191,-.2239421,-.2327094,-363.4569,363.4569,-444.6041,444.6041,.0552105,-.0563287,165,5
399,1.4187655,.220616,.1820545,.2648571,.0009424,.0010861,.0002412,.8955841,1136,.0222871,.6151394,2.600446,.035227,.1042672,.0101046,-1.846325,1.846326,-38.01084,38.01085,-.3912065,-.4071902,43,5
402,.57528473,.2093158,.1664498,.2448751,-.0049419,-.0028662,-.0065786,.8801039,847,.2435395,.7772358,2.627098,.077047,-.4033158,-.2449579,-31.05511,31.05511,1.965833,-1.965835,-.5571413,-.8453671,11,5
406,.81619313,.1146747,.0965085,.173497,.0016786,.0011188,.0022011,.9167566,519,.5514802,.5677688,1.712751,.0383605,.4166456,.2402727,13.66702,-13.66702,22.59656,-22.59656,-.3068524,-.6066448,9,5
411,1.0890649,.2138331,.1591205,.2137195,-.0005444,-.0002006,.0024274,.8979203,544,-.2793716,6.76196,15.93001,.0321512,-.0366256,.2242295,43.68424,-43.68424,5.466285,-5.466285,-5.378273,-1.516371,16,5
413,3.57e-155,.371928,.2930951,.3913547,-.0110752,-.0064004,-.0111671,.8965091,374,-.1067013,2.387887,17.5697,.0429936,-.3138997,-.2585479,-25.13688,25.13688,-26.99578,26.99579,.6864989,1.351741,49,5
416,.76311385,.3607445,.2573033,.3548972,-.0011867,-.0006748,-.0038356,.9016037,3017,.0550754,4.711139,19.01407,.0611598,-.0168179,-.0778592,-3.310126,3.310134,-193.9244,193.9244,-2.238386,-.547453,77,5
417,1.319e-27,.1627454,.1236089,.2031078,-.0009841,.000297,-.0057691,.9019414,700,.1871177,.6699005,2.625719,.0370114,-.0449523,-.2121574,20.42911,-20.4291,-52.26468,52.26467,.6054735,.5679918,22,5
420,2.715e-25,.1417281,.1218588,.1645463,.0010677,.0008407,.000422,.8937318,943,-.1665032,4.679,15.02225,.0512874,.1064446,.0326438,25.49489,-25.49489,8.815354,-8.815355,-2.264748,.291759,22,5
421,.06095014,.2590638,.2051209,.2866184,-.0008894,-.0001636,-.0034892,.9057463,1380,-.2591206,1.072208,4.772688,.0387773,-.0696818,-.1459989,-10.24042,10.24042,-110.8018,110.8018,.5064717,.7237413,45,5
422,.1920766,.3174716,.2154912,.3279973,.0031042,.0021311,.0011517,.8871281,1518,-.0545188,.8093218,3.802749,.0502639,.0873675,.0319908,130.8,-130.8,114.8057,-114.8057,-.5175216,-.6262007,57,5
423,.16129242,.2124606,.1678263,.2683993,-.0003967,.0001061,-.0022438,.896553,4134,-.0461936,3.451319,19.00096,.0483663,-.0458252,-.1182664,5.073601,-5.073598,-108.3008,108.3008,-.0270045,1.259622,111,5
424,.49276639,.2215544,.1643148,.2577898,.0017054,.0011145,-.0005122,.9240037,1571,.2423089,1.375886,5.49518,.0415627,.0779589,-.0416113,53.08698,-53.08699,-17.56516,17.56516,.4816038,-.0008436,36,5
426,.46535757,.3569993,.2562864,.3752749,-.0001887,.0002644,-.0009224,.9037986,7292,.0838706,2.464944,18.40629,.0524681,-.0075032,-.0302593,-22.99576,22.99576,-83.98937,83.98936,-.444317,-.8307478,144,5
427,0,.2439951,.1885134,.3126246,.0019901,.0017223,-.0022944,.9056511,3182,-.0061791,3.379138,17.12704,.0337751,.140294,-.1065162,26.05374,-26.05373,-119.9523,119.9522,.1692125,.0115892,96,5
428,1.0008312,.1054551,.0953379,.111084,-.0001383,.0001305,-.0008875,.9071427,1095,.0277207,5.232864,21.26213,.025216,-.06526,-.2193338,-1.887879,1.887876,-11.98184,11.98184,2.624203,2.803727,28,5
429,.55166854,.3088078,.225635,.3283057,.0005764,.0024442,-.0042943,.8984712,4497,-.1883597,.7853628,3.454808,.045989,.0523261,-.1185166,53.20756,-53.20756,-302.3409,302.3409,-.8164269,-.7178336,76,5
430,.01018925,.2664689,.2190802,.2850252,.0028537,.002985,-.0021074,.9075077,7520,-.0468013,1.211469,5.50652,.0474069,.1117395,-.1181901,313.3583,-313.3583,-284.3562,284.3562,-.3669824,-.464552,70,5
431,.01984715,.347483,.2485016,.3795399,-.0017899,-.0002883,-.0032929,.9013058,9225,.099113,3.104536,18.39416,.041974,-.0980147,-.13916,-390.2733,390.2733,-596.549,596.549,.0236178,-.8823968,148,5
432,.49421713,.2660782,.1929569,.3089521,-.0001142,.0005336,-.0032852,.9071085,4048,.242798,1.021738,4.33466,.0479416,-.0114162,-.1202886,-7.049954,7.049958,-147.5189,147.5189,.4021046,.0163378,54,5
435,.36976949,.2861571,.2262375,.3200035,.0010583,.0003018,.0007544,.8888478,2056,.1101374,1.070974,4.565044,.0390917,.0750132,.0368792,57.74864,-57.74863,87.71029,-87.7103,1.059859,.7617614,106,5
437,1.3176197,.3900117,.2704242,.4156724,.0027806,.0013387,.0010596,.9050961,1335,.1277017,2.438313,15.8959,.0370059,.1255019,.0289075,86.28163,-86.28163,81.46222,-81.46222,.6543482,-.2930799,77,5
438,.00680164,.2109233,.1643684,.2351618,-.000282,-.0006498,.0009766,.9049229,1551,-.0608968,2.635715,16.20043,.0307187,-.0334227,.0522834,12.14066,-12.14066,89.68863,-89.68863,.6186408,1.14036,70,5
439,.10052267,.4556863,.2970138,.4959019,-.0028675,-.0000146,-.005191,.9201275,8179,.1584495,.9198816,3.937003,.0398794,-.1733167,-.1858986,-245.1147,245.1147,-434.7031,434.7031,.1849318,-.2841385,136,5
441,.4264886,.4484498,.3020469,.4585422,-.0018109,.0006963,-.0005939,.9055462,1816,.09397,3.683506,20.94016,.0371495,-.0409129,-.0187838,-62.68236,62.68236,15.34136,-15.34136,-.0634831,-.4861004,78,5
442,.93896207,.1115259,.1019788,.101583,-.0004597,-.0004457,.0009068,.9041409,816,-.2495575,5.975881,17.50719,.0304206,-.0470646,.1239566,-19.28943,19.28943,17.61169,-17.61169,-3.296704,.4777028,29,5
444,.14407936,.2245849,.1662566,.2935764,.002249,.0011363,-.0009826,.8896633,1369,.3974639,2.645574,15.59864,.0562601,.1418874,-.0389726,58.75574,-58.75574,26.65699,-26.657,1.66325,.2593747,31,5
445,.51231585,.1845046,.1515242,.2297217,.0001293,.0004249,-.0017171,.8985989,1252,.2460558,.9839947,3.979213,.0395881,.0190686,-.1583677,-18.50984,18.50983,-11.01909,11.01909,.8946514,.5964129,37,5
446,1.398e-32,.4887229,.3218573,.4699656,-.0018546,-.0001871,-.0023188,.9085214,451,-.189725,4.041968,16.67595,.0285927,-.0857173,-.1388501,-12.46246,12.46246,.1528926,-.1528922,-2.251837,-1.105875,41,5
447,.27809285,.3327396,.220264,.3931401,-.0006878,-.0000757,-.0005133,.9071199,1515,.0906348,4.857153,18.2074,.0355012,-.0785525,-.0234625,-6.079706,6.079707,14.57936,-14.57936,-.2626393,-1.90099,39,5
448,1.2399059,.422063,.2151613,.4355388,.0050079,.0029907,-.0034108,.903778,1060,.298011,2.356222,14.11824,.043309,.1453155,-.1175325,62.50281,-62.50281,-52.02309,52.02309,-.9186743,-.2943312,34,5
449,.1069664,.449763,.2766622,.498647,.0016687,.0007376,-.002591,.9063336,3758,.0006983,1.586185,16.87722,.0367307,.0701862,-.121009,21.6312,-21.6312,-136.3238,136.3238,-.6468073,-.2757105,121,5
450,.19723525,.4432663,.2959948,.5056537,.0014754,.0012604,.000672,.9107879,1019,.1574283,3.349243,15.77301,.0312256,.0968222,.0306536,39.20229,-39.20229,49.00031,-49.00031,-.9306742,-1.724345,63,5
451,0,.5226752,.3275025,.5424681,-.0025114,.0000746,-.0028188,.8944262,12321,.0689308,1.755684,18.27529,.0407966,-.106471,-.0895296,-76.99699,76.99697,-379.1599,379.1599,-.435848,-.4072884,213,5
452,.94383257,.4395914,.3176039,.4206779,-.0014257,.0010351,-.0032816,.9068203,533,.0155649,1.880947,14.84332,.0401235,-.0528543,-.0935718,-14.95421,14.95421,-36.44051,36.44051,.361937,-.2701596,59,5
