coef_val,coef_se,hrr,eta,converged,log_like,Specialist_ID,time_period,patients,pcp_total,spec_total,mean_choice_size,mean_spec_failures,mean_pair_failures,mean_pcp_failures,spec_hhi,mean_vi
.40287719,.25044629,1,1,1,-16708.57,1750307708,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.21436996,.99207592,1,1,1,-16708.57,1750362927,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.75607899,.60029508,1,1,1,-16708.57,1750362927,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.03469082,.35440196,1,1,1,-16708.57,1750395851,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.12181282,.48208395,1,1,1,-16708.57,1750395851,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.16235633,.28528602,1,1,1,-16708.57,1750479754,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.55911268,.27112394,1,1,1,-16708.57,1750479754,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.5084038,.36907044,1,1,1,-16708.57,1760616924,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.8833777,.50819021,1,1,1,-16708.57,1760692834,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.29716303,.78619609,1,1,1,-16708.57,1770540247,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.4956561,1.0102567,1,1,1,-16708.57,1770582975,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.22860558,1.0445969,1,1,1,-16708.57,1770704629,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.59484376,.45874717,1,1,1,-16708.57,1770704629,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.6124546,.24113805,1,1,1,-16708.57,1780636159,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.8643364,.29535498,1,1,1,-16708.57,1780636159,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.69497487,1.054153,1,1,1,-16708.57,1780667865,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
